title,comment,label
모두발언 풀버전 이심전심 53번의 회의가 만든 찰떡 호흡  제53회 국무회의,  털래반 좀 날려 주십시요 제발  정말 든든하다  국민으로부터 부여받은 권한을 바탕으로 열심히 일하시는 우리 대통령이 자랑스럽습니다 이재명 대통령님을 온 맘으로 응원합니다   개혁엔 저항이 따른다는 말씀에 전적으로 동감합니다 옳은 일은그럼에도 불구하고 하는 것 더  나은 미래를 위해 화이팅,1
풀버전 함께 혁신의 시대로 나아갈 대한민국과 일본을 기대합니다  손정의 소프트뱅크 회장 접견,기대됩니다대통령님 애써주셔서 감사합니다  두 천재의 대화 잘 봤습니다 통역이 민망하게 대통령이 오역을 정정해 주시네요  빛의 혁명 이재명 대통령 앞으로 더욱더 빛나리라  열일하시는 이재명대통령님 언제나 어디서나 응원합니다  잼프는 기적입니다 ,1
대통령실 브리핑룸 소프트뱅크 회장 접견 관련 김용범 정책실장 브리핑 25125,노고에 깊은 감사 드립니다       응원합니다  든든합니다  국정운영  칼각처럼 똑부러지게 잘하시네요 많은 정치인들이 본받아야 된다고 생각해요 따라올 사람들이 없어요 암도 못따라옹당께요 이재명대통령님 5년 너무 짧아요 진짜 대한민국  만드시려면  최소 10년해서 기반을 튼튼하게 만들어 주세요 오직 이재명대통령님뿐   대한민국 최고의 리더 이재명 대통령님 존경합니다 ,1
디소브리핑 ep20 경제안보 국익을 지키는 최전선,  언제나 밝고 명쾌한 시간  특별히 강조되는  경제 안보   감사드립니다  울혜경여사님 은 한복이   뭔 색이든 다  잘 어울리시고 우아하고  품격이   짱이예요   송기호 경제안보비서관님이 있어 든든합니다  훌륭하신 송기호 비서관님 영상을 통해서 좀더 알아갈 수 있어서 감사합니다 비서관님 께서는  이재명 정부의 소중한 자산입니다 파이팅 응원합니다,1
풀버전 튼튼한 지방자치 강력한 균형성장 어서 5극3특,그냥 아프지말구 가만히만계셔도 국민들은 안도하구 믿으면서 잘살수있습니다  내란건만 이라도 빨리 해결돼야 이통과국민들이 한시름놓을텐데  그것만을보구 다같이 힘있게 걸어갑시다 열심히 힘  모으겠습니다   나의 대통령님   역시 지방시대 이잼통님홧팅  응원합니다  대 환영입니다,1
AI 시대의 두뇌와 엔진 K반도체,현명함에 추진력대단합니다 진짜 대한민국 화이팅입니다  좋아요 수고 하십니다 항상 응원 합니다  오늘도 많이 비쁘셨죠 편히 주무시고 맛있는 것 좋은 것 드세요  지대로 일하는 우리정부 특급 수장 우리잼프님 적극 응원합니다   변화가 무섭개 빠르다,1
풀버전 반세기를 넘어 우리는 한 가족  태평양도서국 외교장관 단체 접견,  존경하는 이대통령님 오늘도 고생 많으셨습니다 하루라도 빠르게 청와대 입주완료 하시길 기대하고 있습니다  멋지다울잼통령님 그리고 장관님들 우리 같이 잘사니즘 만들어가길 기원합니다  대통령님 응원합니다  실용외교 대한민국 이재명 대통령님 국익 경제 안보 입니다 감동입니다 ,1
대통령실 브리핑룸 제53회 국무회의 결과 관련 강유정 대변인 브리핑 25129,감사합니다  늘당당하고 친절하신 모습에 감사드립니다    감사합니다   파이팅,1
태평양 건너  드디어 만났습니다,공동의 번영   이잼통님   존경합니다  사랑합니다     더 이상 바랄게 없을만큼 응원하고 지지합니다  항상 잊지않고 하시는 말씀 대한민국 국민들과 함께 그곳에 있지않아도 있는 느낌 뿌듯함 자랑스러움이 피부로 느껴집니다 이재명 대통령님 사랑합니다     세계 곳곳 밀도있게 외교하시는 꼼꼼한 대통령,1
이철희 뉴스타파 보도 관련 검찰이 검사 성매매 사건 의도적으로 은폐,아 성매매는 증거가 있어도 당사자들이 부인하기만 하면 기소가 안되는구나 잘 배워 갑니다야호  진짜 그말이 맞네 검찰의 최대권력이  기소하지않고 덮을수있는거라는 말이 딱 맞는 대답이였습니다  조폭보다 더 한 집단이지합법적 폭력집단  조폭검사 섹스검사 떡값검사 바바리맨검사 또 어떤 검사들이 있나  쎅검이 이래서 나온거구나,1
대통령 측 김평우 변호사 질문하는 기자에게 답변 대신 막말,김평우 인품을 아주잘 보여주는 영상이었습니다 참 변호사라는 분 말뽄새가  뉴스타파가 언론사였나  쓰레기만담사 아니였나  미쳐도 제대로 미쳤네 영감 ,0
한동훈 처가 4명 연루 허위스펙 네트워크 집중 분석,발로뛰어서 취재를 하는 언론을 많은 국민들이 봐야할터인데 참 씁씁하구먼  한동훈과 그 가족들 특검하라 범죄자 가족들  좋은 방송 감사합니다  소중한 보도 감사합니다  뉴스타파 후원합니다,1
시사인 사진기자에게 혼나는 MBC 박상후,제대로 말했구먼   대길빡을 한대 갈겨줘야 하는데  그럼 너는 왜 찍냐  시사타파 뉴스인 이제 가자  새로운 인종은 있었구나 호모 퍼큐리언스,0
만18세 투표 불가 이유와 반박,권리와 의무는 균형이 있어야지 선거권 주려면 미성년자 민형사상 특혜부터 없애야 한다  정치적 판단이 성숙하지 못하다고  개소리 하지마라 18세 안거쳐본 사람있나 상식적인 나라에서 살고싶다  투표권줄라면 청소년보호법도 연령을 낮추자 권리를 행사하기 위해서는 책임부터 져야된다는게 맞다고 본다  청소년특별법도 만19세에서 만18세로 내려  미국유학가고 해외취업도 해보라고요 그러니까 더 학생들에게 투표권을 줘야한다는 겁니다 까놓고 정치인들 중에 뭐 하나 학생을 위한 제대로 된 정책 내놓은 사람 있어,2
미국 기자 질문에 동문서답하는 박근혜 대통령,와 진짜  흐미 창피한건 우리몫이지   네들은 끝까지 안보여주고 그 부분만 부각시키더라  치졸한것들  순실아 질문왔다 뭐라고 대답해야 하니  우리나라는 미국과 혈맹인데 중국은 북한과 혈맹이라 한국과 아무리 친해진들 북한과의 관계 넘어설수 없다했다 어쩌자고 전승절에 참석을 했냐 미련한것아,1
뉴스타파 전두환 잔당 추적  허화평,존경합니다사랑합니다  인물은인물이야  도대체 뭘취재한건지 모르겠네  취재실패한걸 취재한건가  취재 한게 뭐야 참 날로 먹는다 부끄럽지도 않냐,0
뉴스타파 모바일  KBS 기자의 눈물,그때 그랬음 지금은 안그래야지 지금은 머하냐  kbs 안보고 안듣는지 3년 넘었다스마트폰으로 유튜브만 본다  너희들도 종범이다,0
뉴스타파 최승호 앵커 클로징멘트,멋지다  개개개개개개대박  이래서 사장됐구나,1
검찰이 사건을 꼬았다는 세 사람의 증언,공수처에서 재수사 하자  비슷한 사건  신고처 만들어서 그동안 검찰횡포를 처벌합시다  대한민국 검찰을 위해서라도 곯아있는 검찰을 개혁해야 합니다  뉴스타파 화이팅  격하게 응원 합니다 우리가 바라는 것은 애국 국가 머 이런거 아닙니다 뉴스타파가 쫒고 알려주시는 진실입니다 완전 감사 드립니다,1
저축은행 비리 사건 피의자에게 돈 빌렸던 검사의 정체,김영종 사회에서 매장시켜야 할것  범죄자가 범죄자를 조사한겨 자기도 더러우면서 남을 제대로  판단했겠나 참 궁금함  돈만밝히려고 검사됐구먼   쯧  김영종 저 사람 어디서 뭐하나요 저렇게 인성이 바르지 않은 사람들이 검사를 하고 있으니 국민들이 검사와 검찰에 좋지 않은 시선을 가지고 있죠 저사람 말고도 박형준 등 수많은 사람들이 있죠  검사들이 되어가지고 하늘과 땅에 대역죄를 지으며 불법한 추악한 돈으로 누군가의 등에 비수를 꼽는 감옥에 있는 사람 보다 더 큰 대역죄인들이다,1
육참총장 당시 부동산 쇼핑한 전두환 잔당 정호용,돈 다 내놓고  조용히 살아  뉴스타파 간판 바꿔서  헷갈림  늘 좋은 정보 감사합니다  탈탈 털어서 불법이면 환수하야지요  군바리 월급에 천억이라  상속이 990억이냐  법의심판을 받고 전재산 518에헌납해라,1
6년 전과 현재가 다른 두 얼굴의 검찰 기소,요것들 감옥보내야 되는거 아니어  우병우 눈꼬라지 다시보니 소화불량  글쎄 죽을때까지 이걸 잊을수있을까  에효 윤석렬 나이롱법과 원칙  이째든조윤선 우병우박근혜 이명박 노무현대통령님단원고 친구들 한을 풀어 드리기위해서라도 이 사건들 절대 그냥 넘어 가서는 안돼죠 다시 처음부터 강력하게  재수사 해야돼죠,1
4년전 한국 경찰의 모습과 지금 홍콩 경찰의 시위대 강경진압,우리나라 경찰은 범죄자 제압할때 제발 화장실 변기물이라도 뿌려라  저거라도 안하면 공권력이 아예 없어지는데 애초에 물대포 쏘면 피해야지 다가가누  불과몇년전일이라는게  저때가박근혜였던가  투표정말 잘해야한다 저게 재연될수도있어  노무현정권때 더 잔인하게 파주인가 미군부대들어가는거 반대시위하던 시민들에게 군투입해 잔인하게 진압하던 모습 유투브로 영상보고 정말 기겁했다 시민대통령 좋아하네 웃기지말라고해라,2
김건희 씨는 도이치파이낸셜 주식을 모기업이 산 값의 절반 가격에 샀다,김거니를 수사하라 특검가자  웃긴다  애첩이니 그리하지 절대never 있을수없는일  이거 정경심 사례랑 아예 정반대네 정경심은 오히려 더 비싸게 주식 구매했는데 이거야말로 당장 압수수색에 구속영장 청구해야 되는 사안 아닌가 대통령도 잡는 검찰총장인데 자기 마누라는 예외인가  법무부소속 검찰총장아내  김경희가 주식사기를 쳤다면  어떡하지    공인직을 내려놓아야지  윤짜장 한사람만 저랬을까      이번조국의 사태를보면 저들은 틀림없이 이런불법사실에 연루되어 있으니  저지랄들을  한게분명하다라고 합리적의심을 해본다,1
뉴스타파  기술유출 누명 삼성 이전무  2심 무죄 선고 뒤 인터뷰20181012,어휴 이전문님 보는 내가 답답하네 제발 좀 어휴 드릴 말씀은 없고 제발 복직 되길 바랄깨요  나라가 나서서 이런분들을 보호해줘야지  저도 몇몇 경찰검찰판사들이 범죄자들과 공생하는걸 모임을 갔는걸 알고 피해를 봤습니다  저는 최근에 아는 선배들이 저랑 4명이서 술먹다 선배 두분이서 싸움을 했습니다 1대1 싸움이였고 한선배가 많이 맞았습니다 그선배부인이 경찰에 신고하고 조서 내용을 4명이서 집단 구타를 했다고 진술했습니다 이유는 말리지 않았다는 이유 입니다 경찰은 저희들을 조직으로 역었습니다 고기집 사장이 두분인데도 말입니다 아마 조직으로 역어야 점수가 많으니까 그리 역는거 같습니다 저도 조서를 받았습니다 저는 있는 그대로 싸우지 않아서 조서를 때리지 않았다고 이야기했고 만일 아늘 형들이 싸운다고 동생 한쪽 편을 들면 다음에 만나면 눈총도 심하게 받을건데 어떻게 같이 때릴수 있냐고 진술 했습니다 못 믿겠으면 거짓말 탐지기 해보자고 제가 말했는데 거짓말 탐지기가 거짓으로 나왔습니다 정말 어이가 없었습니다  경찰도 경찰서에 있는 기계도 못믿게 돼었습니다  법이란 100 명에 도둑은 놓처도 1명의 억울한 사람은 안만들어야 하는데 우리나라 경찰도 법도 정말 더럽습니다 관행처럼 몇몇 경찰들이 안테나라고 심은 범죄자자칭 정보원들을 이용해서 껀수 올릴려고 하는거도 알고 있습니다 저는 피해를 당하고있는 경험자로 지금 현재 재판중에 있는 사람으로 정말 우리나라 법 경찰 빨리 고치고 물갈이를 해야 한다고 봅니다 저말고도 억울하게 누명쓰고 들어가신분들 모여서 집회라도 해야 할거 같습니다 그리고 경찰이나 공무원들은 범죄를 저지를경 일반인 보다 더 엄중히 심판해야 한다고 생각합니다  삼성에 피해보상명예손상에 대한  손해배상 청구하세요,1
놀랍게도 청와대 하명 수사팀에 있는 이 사람의 정체,공수처에서 수사 가즈아 통화가 어려우면 강제주사 가즈아  어느 놈인가 실명을 공개하라  헐  이런  일이있나  공수처 통과되따  검찰 판사  다  긴장해라  이김모수사관 수사하라  근데 누가하지  강도한테 칼을 쥐여준 격이군요,1
2013년과 사뭇 달라진 전두환 아들 전재국,추징금 회수가 쉽지만은 않겠지만 시간이 걸려도 꼭 해야 한다  이나라에 도둑이 없어질 때 까지  돈 세탁 다 자녀것 뺏어주세요  리브로가 전씨집안꺼였네 추적해주셔서 감사합니다 응원합니다  저들이 저렇게 살아 선 안되는 건데 그걸 도와주며 사는 이 들은 도대체 뭔가  나라의세금 도둑들이다,1
검찰 개혁이 필요한 이유,검찰개혁 꼭 필요 합니다  대한민국검찰총장은최강욱변호사추천합니다  절대권력은 무조건 부페한다,1
뉴스타파  박주민 의원 박상기 법무부 장관에 삼성 이전무 사건 질의 20181012,삼성 이전무 중국기술유출 조작 사건 검사놈은 왜 언급을 안하는가 sbs 검찰 삼성 다 한통속이고만,1
검찰이 청와대 하명 수사라던 경찰의 울산시장 수사 알고봤더니,청와대하명수사가아닌  김기현측근비리사건이다  부동산재벌 김기현 특검하라  별정공무원김비서를 찾아라  공수처로 수사합시다  김기현가족  비리게이트 윤공장장  왜수사 안하나  거물급 뒤 봐주고 꿀 빠는 직업이니,1
김기춘과 이건희 20여년 데자뷔,주주들 돈으로  또는 정치권과  손잡고 돈벌어서는  뒷구석에서 하는  짓거리들봐라추한짓들하는 꼴들이란 ,1
뉴스타파  박용진 의원 가짜 학회 관련 조사 셀프 조사라 제대로 될 수 없다,열일 하십니다 우주의 순수한 진리를 위해 연구하는 과학계가 이렇게 더러운 면도 많다는 것을 보고 크게 놀랐습니다  앞으로 나갈 진로의 학생으로써 큰 실망감도 느끼네요,1
애국심과 신앙심까지 동원해 부정부패 감추려는 교회,이것보세요 이게 맞는게 아닌가요  대기소에서 교회다닌다 하지 말라 하고 주지도 않을 안전용품 사인하라는 곳에 일 보내고 사인안하면 일 안보내줘 버림 대기소 다니다가 일 그만 두게 할때에 주지도않을 안전용품 사인하라 하는 그런 것을 하게 하여서 그만 두게끔 만듦 정보보호서약서도 그와 같은직장 없고 결혼 못함 이렇게 하면 회개가 되는 것일까 하는 것으로 움직이고 있음  북한방송인가,0
516을 군사정변이라 부르지 못한 방송들,개같은 세상피 토하는 음악  개같은 세상피 토하는 음악,1
사참위가 말하는 그날 경빈 군의 산소포화도,아 하루빨리 진실이 밝혀져 세월호가족들이 좀 덜아파햇쓰면 아무상관없는나도 이렇게 속터지는데 당한가족들은 얼마나 아플 힘없는민초들 안타깝습니다,1
풀영상 뉴스타파 한상진 기자  안종필 자유언론상 특별상 수상 소감,뭉클합니다   항상지지하고  믿습니다  PD수첩 시청후 뉴스타파 후원자 되였습니다  뉴스타파한상진기자님 응원합니다  뉴스타파 응원합니다 한상진기자님 말이 옳고 진실보도감사드립니다 힘내세요응원합니다  박수보냅니다  자랑스럽습니다  그땐 죄송했어요 윤석열의 조직에 충성한다는 말 이제야 이해 가네요 후원합니다,1
더민주 정책연구위원 천만 원짜리 해외출장의 비밀,그냥 의원이라고 하지말고 실명을  더민주뿐만이 아니고 대한민국 전체가 이수준입니다 참담한 민도  그래서 누구입니까  아주 눈 먼돈  쓰도 싶어 안달이 났네  어떤 진영이든 깔놈은 까야지,2
국회의원들의 표절 용역비 횡령 전수조사 길 열린다,여야 막론하고 국민 세금으로  장난친 국개의원들 처벌해야한다  끼리끼리 봐 주는 습관   국회의원 하나만 잡는다고 해결될 문제가 아님  검사가 봐주고 판사가 봐주면  뉴스타파는 믿고 보는 유일한 언론  의원님들 24시간 56  개월 상반기 관찰하기  제안 합니다  앗  위법인가  쓰레기들 청소해주시니 감사합니다,2
아버지가 저지른 성폭행이 제가 한 것처럼 느껴지기도 하죠,잊지않겠습니다 김복동 할머니 지금도 어디에선가 성노예 피해로 고통받는 모든 분들에게 위로의 말씀을 드립니다  남의 딸을 10년 넘게 스토킹하고 몰카 유포하며 가해하는 자들도 피해여성을 노예 취급하는 것과 다를 바 없습니다 자수시키거나 고발하기 바랍니다 피해여성의 인격을 무시하고 신체와 성에 대한 자기결정권 등 기본적 인권을 유린하는 짓입니다  아버지의 성폭행으로 아들의 생각읏,1
뉴스타파가 의혹 제기한 노재헌 조세도피검찰조사 시작된다,썩어빠진 부의되물림과 불법재산의 흐름은 반드시 제거가 되어야할  구시대적 유물이다  왜 노재현만 하느냐 ,1
정부와 질본 그리고 서울대병원과 2015년 메르스 마지막 환자,이 땅의 최고의 미디어는 뉴스타파다   그래  박근혜 때는 저랬지 아주민감한 시기에 많은분들이  볼겁니다  뉴스타파  힘내세요  서울대는 문 닫아야 백해무익한 학교가 돼 버렸어  이런 박근혜가 여러건 했군  119가 있으면 뭐하나 병원에서 저러는데,1
판사들 우리가 너무 봐줬다 이죄명 완전 망해 배승희 뉴스배송,판사법원그들이이나라를혼돈에빠떠리고나라를이꼴로만들었다조희제이제야정신이더나왜죄명이죄를그렇게봐줬나  판사님들   힘내십시요    자유민주주의 를 지켜주세요  대통령의비상계엄은헌법이보장한  합법이다 대통령은  내란을진압한것이다    안정된나라  민주주의를수호하기위하여는  대통렁의비상계엄 은  필수이다 세계역사상  대통령비상계엄선포를  내란이라고 하는나라없다  정치흉물 들의 사법부 침탈반란을 국민이 나서 끌어내려야 합니다 삼권분립과 사법부 독립은 국민과 헌법에 대한 대법원장과 법관들의 소명 이자 책무입니다  배승희변호사님 똑소리난다  시원히게  말잘한다 사람은  과욕으로 기업이나  권력은 모래성과 똑같다,0
이번엔 중에서 찢 다 찢긴다배승희 뉴스배송,조희대 중단된 재판 빨리 재개하라 법이 살아있었다면  절대로  가짜가 득세 못 힌다  공산당독재로 가는 정치보복이네 자유민주주의 말살을 시키는구만  선관이 없어야한다  사전투표없어야된다 시간이걸여도수계표로해야만된다   사전투표절대해선안된다는걸명시함  국회해산하라  이재명이는 나라와 국민은 안중에도 없습니다   오직 본인 사법리스크 때문에 감옥 않 가려고 몸부림치고 있다고 생각합니다   이재명한테 속아서 뽑아준 국민들이 나라를 이렇게 만들고 있다는 생각이 듭니다   참 개탄스럽습니다     ,0
외교부 발칵 난리난 이유 배승희 뉴스배송,제발 관타나모로  시중에 총100정탄알2만발 돌아다님 정부와경찰언론은 쉬쉬  자유민주주의 대한민국 내에 북한 찬양하는 개인이나 정당이 하루빨리 청소되기를  중국제  전자기기 모두퇴출시켜야합니다   모든 국가기밀은 물론  일반 가정까지 들여다봅니다  천번만번옳은말입니다 자격미달이들 자신없으면 두손들고단체로모두내려와야,0
누가 취임식을 밤에 하나 이유 있었다 배승희 뉴스배송,배변호사님 사이다발언들 속이시원합니다 역시 똑순이십니다  배승희 변호사님 최고다 멋지다 와 이쁘다   배승희 변호사님 안녕하세요  언론놈들부터 처리 해야돼  명쾌한 해설 적극 지지 응원합니다 오늘 광화문에서 엄청난 인파가 국민저항운동을 했는데 왜 언론에 보도를 안하는지 안타갑네요,0
죄명이 k마두로 되나배승희 뉴스배송,화이팅 화이팅 화이팅 기운 팍팍 보냅니다 감사합니다   죄명이 는 구속  윤대통령 부부 는 석방 하라   제발 그렇게 되길 기도 함니다배승희 변호사 파이팅  정말로 기다려진다 미국이 이재명를 하루빨리 압수해서 국재재판소에 세우기를 바라고 기다려진다  죄명이를체포하라,0
네 코스피 5000이요  배승희 뉴스배송,노란봉투법으로 기업이 망하거나 해외 이전하면 국회의원에게 손해배상금 청구하는 법도 같이 만들어라  대통령잘못뽑아 우리나라앞날이 걱정이네요  자유 대한민국 윤 대통령 4800만 애국 국민 여전사 배 변 만만세  배성희  변호사님 화이팅항상건강하시고행복하고 밝은  뉴스 부탁 드립니다  가짜 여론조사 나이가 60넘었다고 전화 끝내네요,0
전국 판검사 모임 추진배승희 뉴스배송,미국과 일본은 한국 우파편입니다 자유 대한민국을 지킵시다  열국민주권부터 보장하라투표권보장당일투표투표장소에서 공개 수개표 보장  대법원장이썩어있는데뭘믿을수가있겠냐재명이를잡을수있었는데살려줬짆아나라를이렇게민든장본인이다  빨리 재판이 재개되야 우리가 정의가 살아 있고 상식이 살아 있고 법치가 살아 있습니다  배승희 변호사님 항상 정보소식뉴스잘든고 있습니다 늘 행복 즐거운 일만가득하시길 바랄니다,0
동반 몰락이제 시작 배승희 뉴스배송,국내언론 싹 다갈아 엎어야 나라가 살수있어  여론조사     안믿습니다    세계적으로    왕따당하고    자격미달입니다    빨리    구속시켜야 합니다  네팔처럼 하는것이 답입니다 그들은 이미 대한민국을 말잘듣는   쯤으로 생각합니다 그러니 저런말을 아무렇지않게 하게되는겁니다 조용히집회만하고 하지말라면 못하면 끝아닙니까 일단보호장비부터 구해놓읍시다  네팔도 처음부터 불지르고 던지지않았습니다 극단적 차단과 통제에 폭팔한것입니다 우리도 행해야합니다  피고인 이쬐명이를 빨리 구속 수사 하라   거짓말달인인가  생각이드네요 이렇게태어나기도힘든데 낮 부끄럽지도안나봐요 뻔뻔함이,0
미국 현지 상황 보니헉 배승희 뉴스배송,제발 국회의원을 줄여야하고 또 비례대표 없애주면 나라가 좀 바로 설텐데 대만의 선거제도 참 부럽습니다 선관위를 없애야 선거를 바로할 수 있습니다  대만은 공무원 국회의원수 줄이고 선거도 수개표로 하고 분단국가인 한국이 배울점이 너무나 많다  비례대표제 폐지하고 의원수도 100명 이하로 줄입시다 외국인 투표권도 폐지합시다 중국인 부동산 소유권도 폐지합시다  우리나라도 헌법개정을 통하여 국회의원수를 100명으로 해야 한다 그리고 공무원수를 줄여야 한다 선거제도도 바꿔야 한다 배승희 변호사님 응원합니다 최고입니다   국회의원너무많아요 인구수는줄어드는데 의원보좌간도너무많고 국민혈세그만빨대꽂아먹어야지,0
대형 뇌관 터지나 배승희 뉴스배송,국민전부일어나야합니다탄핵을빨리처리합시다  받는게 문제가 아니라 나라빚이 조로 늘어나는데 국민들이 더힘든세상이되죠  국민들에게 2550만원  주고  지들은 수천억 꿀꺽 남는 장사라 추경하지 나쁜인간들  결국 빚내서 발톱의 때만큼 받아쓰고 수십조는 국민이 갚아야됩니다  일본처럼 국민들이 반대해야한다  빚내서 주는데 생색은 지가  원하지도 않는데 국민투 표로 물어보자,0
눈치 없는 이죄명 배승희 뉴스배송,감사합니다  속이 시원한말씀 굿입니다 화이팅하세요  미국은 범죄자와 대화를하고싶지 않은거지요  트럼프가 골프회동 한다닌깐 진짜 골프회동 하는줄 아셨서요 그것은 너만에 생각 인거지  잘됐네 사기꾼을 어떻게 회담  배승희변호사님 항상고생이많으시고이죄명의많은사건들과얘기들을 전해주시는것들을 잘보고있어요 항상 늘알려주셔서 고맙습니다 항상응원하겠습니다  오늘도 화이팅 입니다,0
일촉즉발 그 날만배승희 뉴스배송,나도 이재명이 쌍통보고 TV 꺼버렸는데  배승희변호사님 좋은정보 감사합니다 홧팅   리모컨 뽀갤뻔저것들 뇌가 정상이가 싶던데  당나라 군대도 아니고  국민주권시대 라며 국방부장관은 국민들께  엄중한 남침행위를 국민들께  보고도않고 쉬쉬하는가  책임자를  문책하라  배승희 변호사님  수위높은방송살펴서 알려야 합니다 후안 무치한 찟정부감 시 에 조심조심  또조심,0
 입국시 곧바로 체포이유가 밝혀졌다 배승희 뉴스배송,굳세어라 이진숙 화이팅  압수수색해서  군사비밀알아내서 어찌하려구 그런짖 저지르고 누굴 내란특검한다니  뭐야  지들이 특검받겠네  부메랑  응원합니다  건강하세요  범죄자 국세도둑질을 밥먹듯 한 전과자를 누가사람 치급하나  특사라는 인간들 관광하면 교포들이 사진 찍어 국내에 보내주세요,0
현지는 왜 신원을 안밝히나했더니배승희 뉴스배송,김현지는중국에서보낸스파이같다당장수사하라  모두 모두  구속하라국민들이여  뭉치자 깨어나라  대한민국 은 법치국가 다  횬지의 신원미상 문제는 북중파 간첩 의혹이 실제일 수도 있다는 결정적인 방증이다  수사 기소 분리는 100 중국식 수사 기소 분리로 마약천국 범죄천국 된다,0
죄명이가 죄명이했네 배승희 뉴스배송,나라더망치전즉각구속하라구속하러구속하라구속하라  배승희변호사님잘이야기해주세내요감사함니다  이재용회장님항상몸조심하세요거짓말에넘어가지마세요화이팅  배변호사님 오늘도 가열차게 열열히 응원합니다 감사합니다   자유우파의 여전사 우리의 희망배승희변호사님이진숙 투톱으로 나라를 지킨다,0
